Date,Management Unit,County,Sex,Age,Status,Weight,Length,,,
2/21/2007,Metolius,Jefferson,M,8,A,138,84,,,
2/21/2007,Heppner,Morrow,M,3,A,120,88,,,
2/21/2007,Upper Deschutes,Deschutes,M,5,C,,96,,,
2/22/2007,Heppner,Morrow,M,2,A,76,,,,
2/23/2007,Warner,Lake,M,2,A,92,74,,,
2/23/2007,Rogue,Jackson,F,3,A,96,79,,,
2/23/2007,Grizzly,Jefferson,M,5,A,130,88,,,
2/23/2007,Fossil,Wheeler,M,3,B,142,94,,,
2/24/2007,Warner,Lake,F,0,A,51,50,,,
2/24/2007,Silvies,Grant,M,3,A,135,79,,,
2/24/2007,Maury,Deschutes,F,4,C,,83,,,
2/24/2007,Ochoco,Crook,M,3,C,,92,,,
2/24/2007,Santiam,Marion,M,5,C,,92,,,
2/25/2007,Heppner,Morrow,F,2,A,83,76,,,
2/25/2007,Murderers Creek,Grant,F,3,C,,80,,,
2/26/2007,Maupin,Wasco,F,3,A,110,78,,,
2/26/2007,Maupin,Wasco,M,1,A,105,82,,,
2/26/2007,Biggs,Wheeler,M,1,A,131,82,,,
2/26/2007,Ukiah,Umatilla,M,4,C,,88,,,
2/28/2007,Sixes,Curry,F,1,A,16,48,,,
2/28/2007,Dixon,Douglas,M,0,A,49,63,,,
2/28/2007,Heppner,Umatilla,F,3,A,91,69,,,
2/28/2007,Heppner,Umatilla,F,2,A,97,72,,,
2/28/2007,Heppner,Umatilla,F,7,A,97,75,,,
2/28/2007,Applegate,Jackson,F,8,A,90,77,,,
2/28/2007,Walla Walla,Umatilla,M,5,A,139,79,,,
2/28/2007,Sumpter,Baker,M,2,A,128,81,,,
2/28/2007,McKenzie,Linn,F,4,C,,85,,,
3/2/2007,Biggs,Wasco,F,3,A,100,75,,,
3/2/2007,Heppner,Grant,F,2,A,104,80,,,
3/2/2007,Fossil,Wheeler,M,2,A,140,82,,,
3/2/2007,Rogue,Jackson,M,2,A,121,83,,,
3/2/2007,Catherine Creek,Union,M,2,A,139,83,,,
3/2/2007,Ukiah,Umatilla,M,2,A,128,84,,,
3/2/2007,Heppner,Grant,M,7,A,150,88,,,
3/3/2007,Fort Rock,Lake,M,6,A,95,78,,,
3/7/2007,Dixon,Douglas,M,0,A,28,59,,,
3/9/2007,Sixes,Coos,F,3,B,82,72,,,
3/9/2007,Applegate,Jackson,M,2,A,105,72,,,
3/11/2007,Biggs,Gilliam,F,0,C,,62,,,
3/14/2007,Heppner,Morrow,F,8,A,99,76,,,
3/14/2007,Evans Creek,Josephine,M,2,A,112,81,,,
3/14/2007,Sixes,Curry,M,1,A,103,84,,,
3/15/2007,Siuslaw,Douglas,F,5,A,37,72,,,
3/15/2007,Dixon,Douglas,F,2,A,63,72,,,
3/20/2007,Klamath Falls,Klamath,M,5,C,,102,,,
3/21/2007,Powers,Douglas,F,2,A,75,72,,,
3/26/2007,Dixon,Douglas,F,10,A,79,74,,,
3/26/2007,Siuslaw,Douglas,F,7,A,85,75,,,
3/27/2007,Heppner,Morrow,M,4,A,141,84,,,
3/29/2007,McKenzie,Lane,F,1,A,74,74,,,
4/1/2007,Northside,Grant,F,4,A,106,76,,,
4/2/2007,Rogue,Jackson,F,10,A,76,74,,,
4/4/2007,Alsea,Lane,M,3,A,114,83,,,
4/4/2007,White River,Wasco,M,5,B,,87,,,
4/5/2007,Rogue,Jackson,M,0,A,49,63,,,
4/5/2007,Heppner,Umatilla,M,3,A,102,73,,,
4/7/2007,Indigo,Lane,M,1,A,80,80,,,
4/7/2007,Biggs,Gilliam,M,3,A,140,88,,,
4/9/2007,Rogue,Jackson,M,0,A,39,59,,,
4/9/2007,Mt Emily,Umatilla,F,2,A,78,70,,,
4/9/2007,Tioga,Douglas,M,4,A,124,85,,,
4/10/2007,Grizzly,Jefferson,M,4,A,140,84,,,
4/11/2007,Warner,Lake,F,6,A,92,84,,,
4/12/2007,Silvies,Harney,M,4,C,,85,,,
4/13/2007,Siuslaw,Lane,F,2,A,89,76,,,
4/14/2007,Siuslaw,Lane,M,2,A,110,,,,
4/17/2007,Melrose,Douglas,M,5,A,100,80,,,
4/19/2007,Mt Emily,Umatilla,F,1,C,,67,,,
4/19/2007,Alsea,Lane,M,1,A,84,70,,,
4/19/2007,Alsea,Lane,F,2,A,79,71,,,
4/19/2007,Grizzly,Crook,F,9,A,108,71,,,
4/19/2007,Siuslaw,Douglas,F,2,A,70,73,,,
4/22/2007,Maupin,Wasco,F,3,B,81,74,,,
4/30/2007,Alsea,Benton,M,3,C,,80,,,
5/2/2007,Tioga,Douglas,M,2,A,106,81,,,
5/3/2007,Fort Rock,Lake,F,3,A,75,80,,,
5/7/2007,Wenaha,Wallowa,M,1,C,,76,,,
5/11/2007,Melrose,Douglas,F,1,A,50,62,,,
5/13/2007,White River,Wasco,F,1,A,97,77,,,
5/13/2007,Melrose,Douglas,M,3,C,,80,,,
5/14/2007,Biggs,Sherman,M,5,C,,86,,,
5/15/2007,Tioga,Douglas,F,1,A,75,74,,,
5/15/2007,McKenzie,Lane,M,1,C,,79,,,
5/15/2007,Powers,Douglas,M,2,C,,96,,,
5/22/2007,Sixes,Coos,M,1,A,80,77,,,
5/22/2007,Indigo,Lane,M,6,A,118,79,,,
5/23/2007,Siuslaw,Douglas,F,7,A,77,76,,,
5/24/2007,Interstate,Lake,M,2,A,145,81,,,
5/26/2007,Wenaha,Union,F,3,C,,79,,,
5/28/2007,Santiam,Marion,M,1,A,115,78,,,
5/30/2007,Mt Emily,Union,M,2,A,119,79,,,
6/2/2007,Evans Creek,Douglas,M,2,C,,80,,,
6/7/2007,Keating,Baker,F,1,A,30,54,,,
6/7/2007,Tioga,Douglas,M,4,A,125,83,,,
6/7/2007,Malheur River,Malheur,M,4,A,135,,,,
6/9/2007,Rogue,Jackson,M,2,A,112,88,,,
6/14/2007,Santiam,Marion,F,1,A,51,63,,,
6/14/2007,Indigo,Lane,F,2,A,72,70,,,
6/20/2007,Alsea,Lane,M,2,A,86,79,,,
7/5/2007,Melrose,Douglas,M,1,A,84,80,,,
7/17/2007,Biggs,Gilliam,M,3,A,156,91,,,
7/24/2007,McKenzie,Lane,M,0,A,35,59,,,
7/25/2007,Alsea,Lane,M,3,A,110,80,,,
7/28/2007,McKenzie,Lane,F,2,A,70,75,,,
7/28/2007,Siuslaw,Lane,M,7,A,127,81,,,
7/29/2007,Siuslaw,Lane,M,2,C,,81,,,
8/1/2007,Chesnimnus,Wallowa,F,1,A,75,64,,,
8/2/2007,White River,Hood River,M,2,A,130,86,,,
8/5/2007,Alsea,Lane,F,1,A,69,72,,,
8/5/2007,Santiam,Marion,F,2,A,80,72,,,
8/5/2007,Willamette,Lane,M,1,A,111,79,,,
8/5/2007,Melrose,Douglas,M,2,A,118,82,,,
8/7/2007,Siuslaw,Douglas,M,1,A,90,79,,,
8/11/2007,Mt Emily,Umatilla,M,3,A,140,,,,
8/12/2007,Alsea,Lincoln,F,2,C,,72,,,
8/17/2007,Santiam,Clackamas,F,0,A,20,54,,,
8/21/2007,Interstate,Lake,M,5,A,110,82,,,
8/22/2007,Tioga,Douglas,F,2,B,,74,,,
8/22/2007,Santiam,Clackamas,M,3,A,136,76,,,
8/23/2007,Applegate,Jackson,F,1,A,47,71,,,
8/23/2007,Heppner,Morrow,F,2,A,60,72,,,
8/23/2007,Applegate,Jackson,M,3,C,,78,,,
8/24/2007,Dixon,Douglas,M,1,C,,72,,,
8/24/2007,Ukiah,Umatilla,F,4,B,61,,,,
8/25/2007,Alsea,Lane,F,3,B,66,73,,,
8/25/2007,Dixon,Douglas,M,1,A,63,77,,,
8/25/2007,Northside,Grant,M,3,C,,84,,,
8/25/2007,Silvies,Harney,F,3,C,,84,,,
8/26/2007,Desolation,Grant,F,3,A,98,77,,,
8/26/2007,Heppner,Morrow,F,2,C,,82,,,
8/27/2007,White River,Wasco,M,2,A,130,82,,,
8/27/2007,McKenzie,Linn,M,1,C,,92,,,
8/28/2007,Tioga,Coos,F,3,A,89,76,,,
9/1/2007,Starkey,Union,F,1,C,,74,,,
9/1/2007,Warner,Lake,F,2,C,,77,,,
9/3/2007,Tioga,Coos,F,1,A,64,77,,,
9/3/2007,Tioga,Douglas,F,2,B,65,82,,,
9/5/2007,Grizzly,Jefferson,F,2,A,76,73,,,
9/5/2007,Alsea,Lincoln,F,5,A,,81,,,
9/8/2007,Biggs,Sherman,M,1,C,,80,,,
9/8/2007,Melrose,Lane,M,2,B,94,81,,,
9/8/2007,Heppner,Morrow,M,5,C,,86,,,
9/8/2007,Dixon,Douglas,M,5,C,,89,,,
9/9/2007,Chesnimnus,Wallowa,M,1,A,72,71,,,
9/9/2007,Alsea,Lincoln,M,1,A,90,73,,,
9/9/2007,Melrose,Douglas,M,3,C,,84,,,
9/10/2007,Dixon,Douglas,F,1,B,58,75,,,
9/12/2007,Chetco,Josephine,F,2,B,65,72,,,
9/12/2007,Sled Springs,Wallowa,F,10,B,90,72,,,
9/12/2007,Sled Springs,Wallowa,M,2,C,,78,,,
9/13/2007,Beulah,Malheur,F,2,B,75,69,,,
9/14/2007,McKenzie,Linn,M,0,A,83,74,,,
9/16/2007,Mt Emily,Umatilla,F,2,C,,69,,,
9/16/2007,Alsea,Lane,F,0,A,59,71,,,
9/16/2007,Sixes,Coos,M,1,A,68,77,,,
9/16/2007,Evans Creek,Josephine,M,3,A,125,84,,,
9/17/2007,Starkey,Union,F,2,B,67,79,,,
9/17/2007,Beulah,Baker,M,1,B,105,82,,,
9/19/2007,Chetco,Josephine,M,2,C,,72,,,
9/19/2007,Starkey,Union,M,1,C,,80,,,
9/19/2007,Evans Creek,Jackson,M,4,A,138,89,,,
9/22/2007,Snake River,Wallowa,F,5,C,,75,,,
9/22/2007,Evans Creek,Jackson,F,2,C,,84,,,
9/22/2007,Mt Emily,Union,M,2,B,103,,,,
9/23/2007,Santiam,Linn,F,4,A,75,79,,,
9/24/2007,Chetco,Curry,M,1,C,,78,,,
9/24/2007,Chetco,Curry,M,1,C,,81,,,
9/25/2007,Melrose,Douglas,M,2,A,92,76,,,
9/25/2007,Fossil,Gilliam,M,4,A,110,85,,,
9/27/2007,Powers,Douglas,M,2,A,80,70,,,
9/29/2007,McKenzie,Linn,F,3,B,70,74,,,
9/29/2007,Heppner,Grant,F,5,C,,79,,,
9/29/2007,Paulina,Lake,F,4,C,,85,,,
9/29/2007,Ukiah,Grant,M,1,C,,88,,,
9/29/2007,Evans Creek,Jackson,F,1,B,58,,,,
9/29/2007,Juniper,Harney,F,3,B,80,,,,
9/30/2007,Maury,Crook,F,1,B,,69,,,
9/30/2007,Desolation,Grant,F,9,C,,73,,,
9/30/2007,Silver Lake,Lake,M,3,B,120,84,,,
10/1/2007,Paulina,Deschutes,F,1,A,59,67,,,
10/1/2007,Keno,Klamath,F,6,C,,72,,,
10/1/2007,Steens Mtn,Harney,F,2,C,,74,,,
10/2/2007,Melrose,Douglas,F,7,A,100,71,,,
10/2/2007,White River,Wasco,F,1,A,78,73,,,
10/3/2007,Fossil,Wheeler,M,1,C,,69,,,
10/3/2007,Melrose,Douglas,M,6,A,135,80,,,
10/3/2007,Northside,Grant,F,4,C,,84,,,
10/3/2007,Evans Creek,Jackson,M,2,C,,100,,,
10/4/2007,Silvies,Harney,M,5,A,120,83,,,
10/5/2007,Santiam,Linn,F,0,A,45,59,,,
10/5/2007,Indigo,Lane,M,6,C,,82,,,
10/7/2007,Tioga,Coos,F,5,C,,75,,,
10/9/2007,Biggs,Sherman,F,0,A,25,51,,,
10/9/2007,Alsea,Lane,F,2,A,72,73,,,
10/10/2007,Santiam,Clackamas,F,2,A,,77,,,
10/11/2007,Willamette,Lane,M,2,A,142,86,,,
10/12/2007,Santiam,Linn,M,2,B,122,84,,,
10/13/2007,Sumpter,Baker,M,3,A,100,80,,,
10/14/2007,Tioga,Coos,M,1,A,94,79,,,
10/14/2007,McKenzie,Lane,M,5,A,124,87,,,
10/14/2007,Beulah,Grant,M,5,C,,89,,,
10/14/2007,Sixes,Curry,M,3,C,,94,,,
10/18/2007,Warner,Lake,M,2,A,75,78,,,
10/18/2007,Silvies,Harney,M,3,A,130,83,,,
10/20/2007,Ukiah,Umatilla,F,4,A,97,73,,,
10/20/2007,Fort Rock,Lake,M,5,C,,89,,,
10/22/2007,Dixon,Jackson,F,3,A,85,72,,,
10/23/2007,Tioga,Douglas,M,8,A,160,86,,,
10/23/2007,Melrose,Douglas,M,3,A,138,87,,,
10/24/2007,Chetco,Curry,F,2,B,,76,,,
10/24/2007,Rogue,Jackson,M,3,A,,85,,,
10/26/2007,Desolation,Grant,M,1,A,,76,,,
10/27/2007,Grizzly,Crook,F,4,A,85,72,,,
10/27/2007,Tioga,Douglas,M,6,C,,84,,,
10/27/2007,White River,Wasco,F,3,C,,86,,,
10/27/2007,Ukiah,Umatilla,M,9,C,,87,,,
10/29/2007,Santiam,Clackamas,F,2,B,,73,,,
10/30/2007,Powers,Douglas,F,1,A,65,72,,,
11/2/2007,Sumpter,Baker,M,3,A,128,79,,,
11/2/2007,Ukiah,Umatilla,M,2,C,,80,,,
11/2/2007,Indigo,Lane,M,1,C,,82,,,
11/3/2007,Walla Walla,Umatilla,F,8,C,,87,,,
11/4/2007,Ochoco,Crook,F,3,C,,78,,,
11/4/2007,Maupin,Wasco,M,8,A,145,84,,,
11/5/2007,Melrose,Douglas,F,1,A,58,77,,,
11/5/2007,Willamette,Linn,F,1,C,,79,,,
11/5/2007,Willamette,Linn,M,3,A,133,87,,,
11/10/2007,McKenzie,Lane,M,1,B,75,80,,,
11/10/2007,Malheur River,Harney,F,3,C,,81,,,
11/12/2007,Dixon,Douglas,F,1,A,52,67,,,
11/12/2007,Dixon,Douglas,F,6,A,69,75,,,
11/13/2007,Rogue,Jackson,M,2,A,71,72,,,
11/13/2007,Biggs,Sherman,M,8,C,,88,,,
11/14/2007,Indigo,Lane,F,2,B,63,,,,
11/15/2007,Beulah,Malheur,F,10,A,115,76,,,
11/16/2007,Applegate,Jackson,F,4,A,85,71,,,
11/19/2007,Silvies,Harney,F,2,A,96,68,,,
11/19/2007,Owyhee,Malheur,F,10,A,95,75,,,
11/21/2007,Heppner,Morrow,M,2,A,141,85,,,
11/21/2007,Wenaha,Union,F,2,A,96,,,,
11/22/2007,Mt Emily,Union,M,6,A,148,69,,,
11/23/2007,Upper Deschutes,Deschutes,M,1,C,,74,,,
11/24/2007,Beulah,Malheur,M,4,A,155,86,,,
11/24/2007,Beulah,Malheur,M,8,A,165,88,,,
11/24/2007,Melrose,Douglas,M,1,C,,93,,,
11/26/2007,Biggs,Gilliam,F,2,A,85,74,,,
11/26/2007,Beulah,Malheur,F,1,A,65,76,,,
11/26/2007,Beulah,Malheur,M,3,A,140,82,,,
11/26/2007,Beulah,Malheur,M,5,A,150,86,,,
11/27/2007,Paulina,Lake,F,2,C,,90,,,
11/28/2007,Applegate,Jackson,F,0,A,39,60,,,
11/28/2007,Keating,Baker,M,3,A,135,80,,,
11/28/2007,Klamath Falls,Klamath,M,5,C,,82,,,
11/29/2007,Beulah,Malheur,M,3,A,130,82,,,
11/30/2007,Heppner,Umatilla,F,1,A,52,60,,,
11/30/2007,Dixon,Douglas,M,1,A,70,69,,,
11/30/2007,Heppner,Umatilla,M,3,A,121,80,,,
11/30/2007,Heppner,Umatilla,M,4,A,142,84,,,
12/1/2007,Beulah,Malheur,F,3,A,90,73,,,
12/1/2007,Northside,Grant,M,6,C,,84,,,
12/2/2007,Desolation,Grant,F,1,C,,72,,,
12/2/2007,Dixon,Jackson,F,3,A,86,73,,,
12/2/2007,Santiam,Clackamas,F,2,C,,89,,,
12/3/2007,Evans Creek,Jackson,F,0,A,54,63,,,
12/4/2007,Keno,Klamath,F,0,A,11,36,,,
12/4/2007,Keno,Klamath,M,0,A,12,38,,,
12/6/2007,Melrose,Douglas,M,4,A,145,90,,,
12/7/2007,Heppner,Morrow,F,2,A,85,74,,,
12/7/2007,Malheur River,Harney,M,4,C,,84,,,
12/7/2007,Santiam,Linn,M,6,C,,106,,,
12/8/2007,White River,Wasco,M,7,C,,90,,,
12/8/2007,Fossil,Wheeler,M,3,A,138,96,,,
12/9/2007,Keating,Baker,F,2,A,73,72,,,
12/9/2007,Imnaha,Wallowa,M,3,C,,77,,,
12/9/2007,Beulah,Malheur,F,8,A,110,78,,,
12/9/2007,Paulina,Deschutes,M,8,A,152,87,,,
12/9/2007,Stott Mtn,Polk,M,8,C,,91,,,
12/10/2007,Beulah,Malheur,F,1,A,80,73,,,
12/10/2007,Evans Creek,Jackson,F,2,A,86,74,,,
12/10/2007,Beulah,Malheur,F,9,A,105,74,,,
12/10/2007,Beulah,Malheur,F,1,A,85,77,,,
12/10/2007,Warner,Lake,M,4,A,130,82,,,
12/10/2007,Indigo,Douglas,M,4,A,153,87,,,
12/11/2007,Heppner,Umatilla,F,1,A,67,64,,,
12/11/2007,Beulah,Malheur,F,6,A,90,76,,,
12/11/2007,Starkey,Union,M,3,A,140,83,,,
12/11/2007,Maury,Deschutes,M,4,C,,93,,,
12/12/2007,Heppner,Grant,F,3,A,80,73,,,
12/12/2007,Murderers Creek,Grant,M,2,A,135,78,,,
12/12/2007,McKenzie,Lane,M,1,A,103,79,,,
12/12/2007,Ukiah,Umatilla,M,2,C,,93,,,
12/13/2007,Metolius,Jefferson,F,2,C,,77,,,
12/16/2007,Rogue,Jackson,F,4,A,91,75,,,
12/16/2007,Keno,Klamath,M,2,A,104,78,,,
12/17/2007,Heppner,Grant,F,0,A,32,33,,,
12/17/2007,Heppner,Grant,M,0,A,35,37,,,
12/17/2007,Heppner,Grant,F,4,A,70,70,,,
12/17/2007,Maury,Crook,M,7,A,164,,,,
12/18/2007,Grizzly,Crook,F,0,A,32,57,,,
12/18/2007,Heppner,Umatilla,F,5,A,106,73,,,
12/18/2007,Applegate,Jackson,F,7,A,94,76,,,
12/18/2007,Sumpter,Baker,M,2,A,115,81,,,
12/21/2007,Warner,Lake,F,7,A,112,78,,,
12/21/2007,Grizzly,Jefferson,F,7,A,95,80,,,
12/21/2007,Sled Springs,Wallowa,M,15,A,,83,,,
12/22/2007,Beulah,Malheur,M,4,A,108,,,,
12/23/2007,Beatys Butte,Lake,F,0,A,35,55,,,
12/23/2007,Silvies,Harney,F,4,C,,82,,,
12/23/2007,Heppner,Morrow,F,3,C,,83,,,
12/23/2007,Tioga,Coos,M,4,C,,99,,,
12/25/2007,Interstate,Lake,F,2,A,100,80,,,
12/26/2007,Fossil,Wheeler,F,2,A,96,73,,,
12/26/2007,Applegate,Jackson,F,2,A,78,75,,,
12/26/2007,Fossil,Wheeler,F,5,A,108,77,,,
12/26/2007,Heppner,Wheeler,M,9,A,183,92,,,
12/27/2007,Evans Creek,Jackson,F,2,A,85,74,,,
12/27/2007,Upper Deschutes,Deschutes,F,2,C,,85,,,
12/28/2007,Fossil,Wheeler,F,2,A,92,74,,,
12/28/2007,Indigo,Douglas,M,3,A,120,75,,,
12/28/2007,Klamath Falls,Klamath,F,3,A,85,76,,,
12/28/2007,Sumpter,Baker,M,6,A,145,86,,,
12/29/2007,Murderers Creek,Grant,M,0,A,40,74,,,
12/29/2007,Fossil,Gilliam,F,3,A,85,79,,,
12/29/2007,Malheur River,Harney,F,3,C,,80,,,
12/29/2007,Dixon,Douglas,M,4,A,125,81,,,
12/29/2007,Grizzly,Crook,M,1,B,,85,,,
12/29/2007,Indigo,Lane,M,9,C,,102,,,
12/30/2007,Silvies,Harney,M,0,A,35,52,,,
12/30/2007,Warner,Lake,F,2,A,65,73,,,
12/30/2007,Dixon,Douglas,F,4,A,95,76,,,
12/30/2007,Silvies,Harney,F,3,A,90,77,,,
12/30/2007,Ochoco,Crook,M,2,C,,97,,,
12/31/2007,Heppner,Morrow,F,0,A,28,33,,,
12/31/2007,Heppner,Morrow,M,0,A,30,34,,,
12/31/2007,Heppner,Morrow,M,0,A,32,35,,,
12/31/2007,Grizzly,Wheeler,F,7,C,,79,,,
1/1/2008,Lookout Mtn,Baker,F,0,A,22,49,,,
1/1/2008,Sumpter,Baker,F,3,C,,72,,,
1/1/2008,Ukiah,Umatilla,M,2,A,92,82,,,
1/5/2008,Owyhee,Malheur,M,4,A,100,80,,,
1/6/2008,Sled Springs,Wallowa,F,1,C,,74,,,
1/7/2008,Sumpter,Baker,F,0,B,28,48,,,
1/7/2008,Starkey,Union,M,5,A,108,89,,,
1/9/2008,Heppner,Grant,F,2,C,,73,,,
1/9/2008,Lookout Mtn,Baker,F,3,A,70,74,,,
1/9/2008,Lookout Mtn,Baker,M,2,A,85,74,,,
1/9/2008,Heppner,Grant,M,3,A,145,80,,,
1/10/2008,Rogue,Jackson,F,3,A,77,72,,,
1/10/2008,Evans Creek,Jackson,M,6,A,133,83,,,
1/11/2008,Sumpter,Baker,M,6,A,185,79,,,
1/11/2008,Chesnimnus,Wallowa,M,2,A,122,,,,
1/12/2008,Catherine Creek,Union,F,1,A,53,62,,,
1/12/2008,Maupin,Wasco,F,8,C,,77,,,
1/12/2008,Silvies,Harney,F,5,C,,78,,,
1/12/2008,Malheur River,Harney,M,3,A,95,82,,,
1/13/2008,Sled Springs,Wallowa,F,0,A,38,54,,,
1/13/2008,Sumpter,Baker,F,6,A,80,67,,,
1/13/2008,Silvies,Harney,F,3,B,80,69,,,
1/14/2008,Heppner,Grant,M,1,C,,74,,,
1/14/2008,Owyhee,Malheur,F,3,A,70,75,,,
1/14/2008,Steens Mtn,Harney,M,2,A,95,77,,,
1/15/2008,Heppner,Morrow,F,1,A,80,73,,,
1/15/2008,Santiam,Linn,F,4,C,,73,,,
1/16/2008,Heppner,Grant,M,3,A,150,77,,,
1/17/2008,Heppner,Morrow,F,0,A,32,48,,,
1/17/2008,Heppner,Morrow,M,0,A,36,48,,,
1/17/2008,Heppner,Morrow,M,0,A,37,51,,,
1/17/2008,Heppner,Morrow,F,11,A,96,71,,,
1/18/2008,Tioga,Coos,F,3,C,,73,,,
1/19/2008,Sumpter,Baker,F,1,A,90,70,,,
1/20/2008,Applegate,Jackson,M,0,A,37,55,,,
1/20/2008,Sumpter,Baker,F,1,A,72,70,,,
1/20/2008,Applegate,Jackson,F,3,A,92,72,,,
1/20/2008,Lookout Mtn,Baker,F,6,A,97,73,,,
1/20/2008,Sumpter,Baker,F,3,C,,73,,,
1/20/2008,Upper Deschutes,Deschutes,F,3,C,,77,,,
1/20/2008,Rogue,Jackson,M,1,A,90,78,,,
1/20/2008,Interstate,Klamath,F,1,A,74,,,,
1/21/2008,Fossil,Wheeler,M,2,A,150,84,,,
1/21/2008,Metolius,Deschutes,M,3,C,,84,,,
1/21/2008,Beulah,Malheur,M,5,C,,85,,,
1/22/2008,Grizzly,Jefferson,F,2,A,97,74,,,
1/22/2008,Fossil,Gilliam,F,11,A,115,75,,,
1/22/2008,Upper Deschutes,Deschutes,M,2,A,98,81,,,
1/25/2008,Beulah,Malheur,F,1,C,,68,,,
1/26/2008,Lookout Mtn,Baker,M,0,A,41,56,,,
1/26/2008,Lookout Mtn,Baker,M,0,A,46,60,,,
1/26/2008,Beulah,Malheur,M,2,C,,75,,,
1/26/2008,Whitehorse,Malheur,F,2,A,60,78,,,
1/26/2008,Paulina,Deschutes,F,2,C,,82,,,
1/27/2008,Interstate,Lake,M,3,A,135,75,,,
1/28/2008,Heppner,Morrow,F,2,A,82,75,,,
1/28/2008,Santiam,Linn,M,6,A,149,85,,,
1/29/2008,Maupin,Wasco,F,1,A,55,65,,,
1/30/2008,Ukiah,Umatilla,M,0,A,32,49,,,
1/30/2008,Sumpter,Baker,F,5,B,94,74,,,
1/30/2008,Heppner,Grant,F,7,A,85,79,,,
1/30/2008,Desolation,Grant,M,6,A,161,88,,,
1/31/2008,Catherine Creek,Union,F,0,A,17,46,,,
1/31/2008,Ukiah,Umatilla,F,0,A,24,46,,,
1/31/2008,Catherine Creek,Union,M,0,A,20,49,,,
1/31/2008,McKenzie,Linn,M,3,B,,83,,,
2/1/2008,Ukiah,Umatilla,F,2,A,80,72,,,
2/3/2008,Murderers Creek,Grant,M,0,A,35,69,,,
2/3/2008,Murderers Creek,Grant,F,6,B,100,88,,,
2/6/2008,Mt Emily,Umatilla,M,4,A,152,81,,,
2/6/2008,White River,Wasco,M,3,C,,97,,,
2/7/2008,Beatys Butte,Lake,F,6,A,90,72,,,
2/7/2008,Chetco,Josephine,M,5,C,,80,,,
2/7/2008,Interstate,Klamath,M,3,A,125,85,,,
2/8/2008,Pine Creek,Baker,F,0,A,30,50,,,
2/9/2008,Murderers Creek,Grant,M,8,C,,88,,,
2/10/2008,Keating,Baker,F,3,B,82,82,,,
2/11/2008,McKenzie,Linn,M,1,B,31,60,,,
2/11/2008,Malheur River,Harney,F,1,A,75,69,,,
2/11/2008,Ukiah,Umatilla,M,2,A,141,81,,,
2/11/2008,White River,Wasco,F,2,A,,81,,,
2/17/2008,Northside,Grant,M,2,A,110,82,,,
2/18/2008,Rogue,Jackson,F,3,A,76,74,,,
2/18/2008,Chetco,Curry,M,2,C,,79,,,
2/19/2008,Ukiah,Umatilla,F,1,A,75,66,,,
2/19/2008,White River,Wasco,F,7,C,,90,,,
2/20/2008,Fossil,Wheeler,F,3,A,77,74,,,
2/23/2008,Wagontire,Lake,M,1,C,,62,,,
2/23/2008,Applegate,Josephine,M,5,A,133,81,,,
2/24/2008,White River,Hood River,F,2,A,100,79,,,
2/24/2008,Rogue,Jackson,M,5,A,110,81,,,
2/26/2008,Malheur River,Harney,F,2,C,,71,,,
2/26/2008,Santiam,Clackamas,M,4,A,125,86,,,
2/27/2008,Evans Creek,Douglas,M,2,B,94,76,,,
2/28/2008,Malheur River,Harney,F,3,C,,76,,,
2/29/2008,Tioga,Coos,F,4,C,,83,,,
3/1/2008,Northside,Grant,M,2,A,,76,,,
3/2/2008,Fossil,Wheeler,M,1,A,72,76,,,
3/3/2008,Heppner,Morrow,F,5,A,77,72,,,
3/3/2008,Whitehorse,Harney,F,4,A,100,76,,,
3/5/2008,Murderers Creek,Grant,F,1,A,70,67,,,
3/6/2008,Rogue,Jackson,M,1,C,,79,,,
3/6/2008,Melrose,Douglas,M,2,A,125,81,,,
3/7/2008,Alsea,Benton,M,2,A,90,83,,,
3/10/2008,Santiam,Linn,M,2,A,145,87,,,
3/12/2008,Siuslaw,Lane,F,7,C,,78,,,
3/12/2008,Alsea,Benton,M,2,C,,84,,,
3/13/2008,Biggs,Gilliam,F,2,A,102,77,,,
3/16/2008,Indigo,Lane,M,8,C,,84,,,
3/17/2008,Ukiah,Umatilla,M,0,A,54,59,,,
3/17/2008,Ukiah,Umatilla,F,7,A,88,75,,,
3/18/2008,Heppner,Wheeler,F,0,C,,66,,,
3/21/2008,Fossil,Wheeler,M,3,C,,96,,,
3/22/2008,Biggs,Sherman,F,9,A,85,82,,,
3/22/2008,Metolius,Jefferson,M,3,C,,90,,,
3/27/2008,Interstate,Lake,M,5,C,,79,,,
3/27/2008,Sled Springs,Wallowa,M,1,A,66,,,,
3/30/2008,Siuslaw,Lane,M,0,C,,61,,,
3/30/2008,Murderers Creek,Grant,F,2,A,75,72,,,
3/30/2008,Malheur River,Malheur,F,3,C,,78,,,
3/30/2008,Alsea,Lincoln,M,1,A,,86,,,
3/30/2008,Evans Creek,Jackson,F,1,C,,86,,,
3/31/2008,Melrose,Douglas,F,2,A,55,68,,,
4/3/2008,Siuslaw,Lane,M,0,A,44,57,,,
4/4/2008,Applegate,Jackson,F,7,A,75,70,,,
4/5/2008,Sixes,Curry,M,3,A,130,82,,,
4/6/2008,Applegate,Jackson,F,4,B,69,72,,,
4/8/2008,Klamath Falls,Klamath,M,4,A,130,83,,,
4/9/2008,Siuslaw,Douglas,M,2,A,102,77,,,
