Date,Management Unit,County,Sex,Age,Status,Weight,Length,,,
7/9/2014,Applegate,Jackson,F,2,A,73,77,,,
7/11/2014,McKenzie,Linn,M,7,A,125,81,,,
7/14/2014,Beulah,Malheur,M,2,A,60,69,,,
7/17/2014,Catherine Creek,Union,M,5,A,126,78,,,
7/23/2014,Dixon,Douglas,F,2,A,90,70,,,
7/29/2014,Melrose,Douglas,F,2,A,95,69,,,
7/29/2014,Tioga,Coos,M,1,A,80,73,,,
7/29/2014,McKenzie,Lane,F,2,C,,81,,,
8/1/2014,Tioga,Coos,F,1,A,63,67,,,
8/1/2014,Tioga,Coos,M,1,B,68,70,,,
8/1/2014,Applegate,Jackson,F,3,B,71,71,,,
8/1/2014,Willamette,Clackamas,F,1,A,70,72,,,
8/1/2014,Tioga,Coos,F,7,A,95,72,,,
8/2/2014,Malheur River,Harney,F,2,B,,72,,,
8/3/2014,Santiam,Linn,M,3,C,,98,,,
8/4/2014,Tioga,Douglas,M,3,A,120,79,,,
8/7/2014,Powers,Douglas,M,1,A,63,65,,,
8/10/2014,Indigo,Lane,F,1,A,46,,,,
8/11/2014,McKenzie,Lane,M,1,A,80,74,,,
8/13/2014,Alsea,Benton,M,4,A,130,,,,
8/13/2014,Keating,Baker,F,9,A,100,81,,,
8/22/2014,Fossil,Wheeler,M,1,A,,70,,,
8/22/2014,McKenzie,Linn,M,2,A,106,80,,,
8/25/2014,Tioga,Douglas,M,2,A,95,70,,,
8/27/2014,Alsea,Benton,M,1,A,106,82,,,
8/30/2014,Mt Emily,Umatilla,M,1,C,,73,,,
8/31/2014,Grizzly,Jefferson,F,7,B,,77,,,
9/2/2014,Siuslaw,Lane,M,2,A,114,75,,,
9/2/2014,Lookout Mtn,Baker,F,2,C,,76,,,
9/3/2014,Heppner,Umatilla,F,1,C,,76,,,
9/4/2014,Paulina,Deschutes,F,5,A,105,,,,
9/5/2014,Grizzly,Jefferson,F,1,A,60,44,,,
9/7/2014,Stott Mtn,Lincoln,M,6,C,,92,,,
9/7/2014,Santiam,Marion,M,6,C,,96,,,
9/9/2014,Wenaha,Union,M,1,A,78,70,,,
9/9/2014,Mt Emily,Umatilla,M,3,A,116,80,,,
9/9/2014,Northside,Grant,M,2,C,,85,,,
9/14/2014,Sled Springs,Wallowa,F,9,C,,83,,,
9/15/2014,Alsea,Polk,M,0,A,28,50,,,
9/20/2014,Applegate,Jackson,M,2,A,98,80,,,
9/20/2014,Heppner,Morrow,F,4,C,,87,,,
9/21/2014,White River,Wasco,F,1,A,109,90,,,
9/22/2014,Alsea,Benton,M,1,A,126,75,,,
9/23/2014,Biggs,Wasco,F,2,A,,78,,,
9/24/2014,Murderers Creek,Grant,M,3,B,90,77,,,
9/24/2014,Pine Creek,Wallowa,M,1,C,,83,,,
9/25/2014,Mt Emily,Union,M,9,A,123,80,,,
9/27/2014,McKenzie,Linn,M,1,A,86,76,,,
9/27/2014,Ochoco,Wheeler,F,6,C,,80,,,
9/28/2014,McKenzie,Linn,M,3,B,130,88,,,
9/28/2014,Keno,Klamath,M,1,A,95,,,,
10/6/2014,Santiam,Clackamas,M,1,B,,80,,,
10/7/2014,Evans Creek,Josephine,F,0,B,40,62,,,
10/7/2014,Sled Springs,Wallowa,F,1,C,,65,,,
10/7/2014,Willamette,Benton,M,1,A,90,76,,,
10/8/2014,Willamette,Benton,F,4,A,81,,,,
10/9/2014,Ochoco,Wheeler,F,2,C,,74,,,
10/9/2014,Hood,Hood River,M,2,B,,78,,,
10/10/2014,McKenzie,Lane,M,3,C,,70,,,
10/10/2014,Stott Mtn,Polk,M,2,C,,82,,,
10/10/2014,Evans Creek,Douglas,M,4,C,,96,,,
10/11/2014,Alsea,Lincoln,F,2,C,,72,,,
10/11/2014,Metolius,Deschutes,F,2,A,100,78,,,
10/14/2014,Fossil,Wheeler,F,3,C,,93,,,
10/15/2014,Applegate,Jackson,F,2,A,84,75,,,
10/15/2014,Upper Deschutes,Deschutes,M,2,A,105,78,,,
10/17/2014,Evans Creek,Douglas,M,1,C,,73,,,
10/17/2014,Siuslaw,Douglas,M,1,C,,77,,,
10/19/2014,Sixes,Curry,M,3,B,130,86,,,
10/20/2014,Evans Creek,Douglas,F,1,A,51,64,,,
10/21/2014,Maupin,Wasco,F,2,A,90,76,,,
10/21/2014,Stott Mtn,Polk,M,2,A,120,82,,,
10/21/2014,Grizzly,Crook,M,1,A,140,83,,,
10/22/2014,White River,Wasco,F,1,A,60,67,,,
10/22/2014,Rogue,Jackson,M,1,B,,76,,,
10/23/2014,Upper Deschutes,Deschutes,F,2,C,,84,,,
10/25/2014,Siuslaw,Lane,F,1,B,75,70,,,
10/25/2014,Alsea,Lincoln,M,1,C,,78,,,
10/25/2014,Siuslaw,Lane,M,5,C,,91,,,
10/25/2014,Saddle Mtn,Clatsop,M,3,C,,94,,,
10/26/2014,Tioga,Douglas,M,1,C,,77,,,
10/26/2014,Tioga,Douglas,M,1,C,,78,,,
10/27/2014,Evans Creek,Josephine,F,2,A,77,76,,,
10/27/2014,Metolius,Deschutes,F,1,A,60,79,,,
10/28/2014,Steens Mtn,Harney,M,3,A,155,83,,,
10/29/2014,Silvies,Harney,M,4,C,,90,,,
10/30/2014,Ukiah,Umatilla,F,1,C,,74,,,
10/31/2014,Sumpter,Malheur,F,5,C,,74,,,
11/2/2014,Evans Creek,Douglas,F,0,C,,66,,,
11/4/2014,Metolius,Deschutes,M,5,C,,91,,,
11/7/2014,Dixon,Jackson,M,0,A,33,54,,,
11/8/2014,Heppner,Morrow,M,1,C,,84,,,
11/10/2014,Paulina,Crook,M,1,A,81,72,,,
11/10/2014,Sled Springs,Wallowa,M,2,C,,87,,,
11/12/2014,Heppner,Morrow,F,2,C,,73,,,
11/14/2014,Chesnimnus,Wallowa,F,3,C,,84,,,
11/15/2014,McKenzie,Linn,M,3,A,125,88,,,
11/18/2014,Mt Emily,Union,M,6,A,141,86,,,
11/18/2014,Maury,Crook,M,2,A,150,87,,,
11/19/2014,Santiam,Marion,F,2,C,,80,,,
11/21/2014,Heppner,Grant,F,3,A,102,74,,,
11/23/2014,Alsea,Lane,F,1,A,38,74,,,
11/23/2014,Catherine Creek,Union,M,3,C,,81,,,
11/25/2014,Northside,Grant,F,6,A,95,74,,,
11/30/2014,Wenaha,Union,F,1,A,98,75,,,
12/2/2014,Santiam,Marion,F,4,C,,90,,,
12/3/2014,Maury,Crook,F,2,A,100,77,,,
12/3/2014,Pine Creek,Baker,F,0,A,32,,,,
12/4/2014,Tioga,Coos,M,7,C,,93,,,
12/7/2014,Interstate,Lake,F,3,A,58,72,,,
12/8/2014,Maury,Crook,M,1,A,60,68,,,
12/8/2014,Maury,Crook,M,1,A,60,68,,,
12/8/2014,Evans Creek,Jackson,M,1,A,66,71,,,
12/9/2014,Beatys Butte,Lake,M,1,A,64,69,,,
12/9/2014,Beatys Butte,Lake,M,2,A,76,77,,,
12/9/2014,Santiam,Clackamas,F,12,A,,79,,,
12/9/2014,Santiam,Linn,F,1,C,,85,,,
12/11/2014,Indigo,Lane,M,0,A,50,67,,,
12/11/2014,Heppner,Grant,M,3,A,138,89,,,
12/13/2014,Beulah,Malheur,M,0,A,20,49,,,
12/14/2014,Santiam,Marion,F,3,B,75,76,,,
12/15/2014,Fossil,Wheeler,F,1,A,84,80,,,
12/18/2014,Applegate,Jackson,M,4,B,,80,,,
12/19/2014,Powers,Douglas,F,2,C,,66,,,
12/20/2014,Silvies,Harney,M,6,C,,81,,,
12/24/2014,Murderers Creek,Grant,F,5,A,97,74,,,
12/25/2014,McKenzie,Lane,M,2,A,90,84,,,
12/26/2014,Maury,Crook,M,1,A,85,71,,,
12/26/2014,McKenzie,Lane,M,1,C,,74,,,
12/27/2014,Dixon,Douglas,M,2,A,145,81,,,
12/27/2014,Maury,Crook,M,6,A,,87,,,
12/28/2014,Malheur River,Harney,M,3,C,,84,,,
12/30/2014,Maury,Crook,F,0,A,,65,,,
12/30/2014,Maury,Crook,M,0,A,,68,,,
12/30/2014,McKenzie,Linn,F,1,B,61,73,,,
12/30/2014,Maury,Crook,F,2,A,,81,,,
12/31/2014,Maury,Crook,M,1,A,102,80,,,
12/31/2014,Silver Lake,Klamath,M,2,A,120,,,,
1/3/2015,Maury,Crook,F,0,A,,66,,,
1/3/2015,Sled Springs,Wallowa,F,1,B,,68,,,
1/3/2015,Maury,Crook,F,4,A,,78,,,
1/3/2015,Minam,Wallowa,F,0,C,,80,,,
1/5/2015,McKenzie,Linn,F,1,A,76,74,,,
1/14/2015,Indigo,Douglas,M,3,A,147,88,,,
1/14/2015,Biggs,Wheeler,M,5,A,167,88,,,
1/15/2015,White River,Wasco,M,7,B,,102,,,
1/18/2015,Rogue,Jackson,F,2,A,76,78,,,
1/19/2015,Fossil,Wheeler,F,3,A,120,84,,,
1/22/2015,Fossil,Wheeler,F,0,A,70,69,,,
1/24/2015,Alsea,Lincoln,F,5,B,,73,,,
1/25/2015,Melrose,Douglas,M,0,A,47,65,,,
1/28/2015,Stott Mtn,Polk,F,1,C,,84,,,
1/29/2015,McKenzie,Lane,F,1,A,66,66,,,
1/29/2015,McKenzie,Lane,M,1,A,82,76,,,
1/29/2015,McKenzie,Lane,M,1,A,86,76,,,
1/30/2015,Fort Rock,Lake,M,0,C,,72,,,
1/30/2015,Paulina,Deschutes,M,2,A,110,80,,,
1/31/2015,Walla Walla,Umatilla,M,0,C,,81,,,
2/4/2015,Fossil,Wheeler,M,2,A,135,84,,,
2/7/2015,Paulina,Deschutes,F,3,C,,84,,,
2/9/2015,Beulah,Malheur,M,5,C,,72,,,
2/11/2015,Evans Creek,Jackson,M,6,A,131,84,,,
2/12/2015,Ukiah,Umatilla,M,3,A,136,81,,,
2/13/2015,Rogue,Jackson,F,3,A,70,74,,,
2/18/2015,Santiam,Marion,F,0,A,50,63,,,
2/18/2015,Fossil,Gilliam,F,5,A,110,83,,,
2/19/2015,Willamette,Clackamas,M,1,C,,104,,,
2/20/2015,Applegate,Jackson,M,6,A,128,81,,,
2/20/2015,Fossil,Wheeler,F,12,B,,85,,,
2/21/2015,Melrose,Douglas,M,3,A,140,80,,,
2/22/2015,Tioga,Coos,M,3,B,98,78,,,
2/22/2015,Catherine Creek,Union,M,5,A,139,83,,,
2/28/2015,Upper Deschutes,Deschutes,M,4,C,,77,,,
2/28/2015,Fossil,Wheeler,F,1,A,78,79,,,
2/28/2015,Fossil,Wheeler,M,1,A,134,85,,,
3/1/2015,Siuslaw,Lane,F,0,A,43,67,,,
3/1/2015,Siuslaw,Douglas,F,4,A,69,72,,,
3/1/2015,Paulina,Deschutes,F,2,C,,77,,,
3/1/2015,Sixes,Coos,F,5,C,,81,,,
3/1/2015,Dixon,Douglas,M,1,B,100,84,,,
3/2/2015,Sled Springs,Wallowa,M,0,A,30,61,,,
3/2/2015,Sled Springs,Wallowa,F,0,A,30,61,,,
3/3/2015,Sixes,Coos,F,2,A,100,73,,,
3/3/2015,Willamette,Clackamas,M,1,A,,84,,,
3/4/2015,Dixon,Douglas,M,0,A,65,64,,,
3/5/2015,Maupin,Wasco,F,4,A,55,72,,,
3/9/2015,Malheur River,Malheur,F,6,A,100,78,,,
3/14/2015,Willamette,Clackamas,M,1,A,68,70,,,
3/14/2015,Alsea,Benton,M,2,C,,81,,,
3/14/2015,Indigo,Douglas,M,2,C,,88,,,
3/16/2015,Santiam,Clackamas,M,3,A,120,82,,,
3/16/2015,Melrose,Douglas,M,2,A,140,88,,,
3/17/2015,Malheur River,Malheur,M,4,A,125,73,,,
3/19/2015,Klamath Falls,Klamath,F,2,A,90,76,,,
3/24/2015,Sixes,Curry,M,4,A,134,81,,,
3/24/2015,Melrose,Douglas,M,1,A,125,87,,,
3/25/2015,Paulina,Deschutes,M,2,A,118,85,,,
3/25/2015,Santiam,Clackamas,M,7,A,152,90,,,
3/31/2015,Ukiah,Umatilla,M,2,A,138,74,,,
4/1/2015,Juniper,Harney,M,4,A,160,83,,,
4/2/2015,Alsea,Lincoln,M,3,C,,95,,,
4/3/2015,Siuslaw,Douglas,M,1,A,140,80,,,
4/5/2015,McKenzie,Lane,M,1,C,,88,,,
4/7/2015,Heppner,Grant,M,4,A,140,78,,,
4/9/2015,Melrose,Douglas,M,0,A,58,65,,,
4/9/2015,Alsea,Benton,M,5,A,140,82,,,
4/10/2015,Santiam,Linn,M,6,A,130,85,,,
4/12/2015,Melrose,Douglas,M,2,A,110,80,,,
4/13/2015,Minam,Wallowa,M,1,C,,75,,,
4/15/2015,Willamette,Lane,M,3,A,123,82,,,
4/17/2015,Dixon,Douglas,F,5,A,85,73,,,
4/19/2015,Wagontire,Deschutes,M,1,B,,77,,,
4/20/2015,Melrose,Douglas,F,0,A,55,64,,,
4/20/2015,Melrose,Douglas,F,1,A,57,70,,,
4/22/2015,Alsea,Benton,M,3,A,141,87,,,
4/27/2015,Willamette,Linn,F,4,A,92,79,,,
4/28/2015,Siuslaw,Douglas,M,5,A,125,85,,,
4/29/2015,Lookout Mtn,Baker,F,3,C,,86,,,
4/30/2015,Ukiah,Umatilla,M,6,B,112,78,,,
4/30/2015,Tioga,Coos,M,1,A,90,79,,,
4/30/2015,Indigo,Douglas,M,1,C,,96,,,
5/3/2015,Wenaha,Wallowa,F,0,C,,64,,,
5/3/2015,Alsea,Lincoln,F,7,A,72,74,,,
5/5/2015,Santiam,Linn,F,1,A,62,72,,,
5/5/2015,Santiam,Marion,M,2,C,,82,,,
5/5/2015,Starkey,Union,F,3,A,82,,,,
5/8/2015,Trask,Tillamook,M,3,A,,82,,,
5/12/2015,Fossil,Wheeler,M,4,A,141,81,,,
5/13/2015,Santiam,Linn,F,1,A,64,74,,,
5/17/2015,Tioga,Coos,F,7,A,95,74,,,
5/19/2015,Tioga,Douglas,M,1,A,57,72,,,
5/20/2015,Rogue,Jackson,F,4,A,85,76,,,
5/21/2015,Evans Creek,Jackson,M,4,B,,77,,,
5/22/2015,Melrose,Douglas,M,1,A,47,69,,,
5/24/2015,McKenzie,Lane,M,9,C,,88,,,
5/26/2015,McKenzie,Lane,M,1,C,,82,,,
5/26/2015,Santiam,Multnomah,M,0,A,12,,,,
5/27/2015,Rogue,Jackson,F,0,A,40,63,,,
5/27/2015,Mt Emily,Umatilla,F,1,A,81,70,,,
5/28/2015,Santiam,Clackamas,M,4,C,,83,,,
5/31/2015,McKenzie,Lane,F,4,A,83,77,,,
6/5/2015,Melrose,Douglas,F,6,A,95,76,,,
6/6/2015,Siuslaw,Lane,M,6,C,,78,,,
6/10/2015,Pine Creek,Baker,F,1,C,,72,,,
6/16/2015,Tioga,Douglas,F,2,A,60,70,,,
6/19/2015,Hood,Hood River,M,1,A,,76,,,
6/23/2015,Willamette,Linn,M,1,C,,76,,,
6/27/2015,Alsea,Polk,M,1,B,,76,,,
6/29/2015,Applegate,Josephine,M,5,A,113,79,,,
7/2/2015,Melrose,Douglas,F,2,A,68,70,,,
7/3/2015,Mt Emily,Umatilla,F,2,C,,76,,,
7/3/2015,Wenaha,Union,M,5,C,,82,,,
7/7/2015,Murderers Creek,Grant,M,3,A,,79,,,
7/17/2015,Sled Springs,Wallowa,M,4,A,,80,,,
7/22/2015,Maury,Crook,M,5,A,145,85,,,
7/27/2015,Warner,Lake,F,2,A,,68,,,
7/30/2015,Melrose,Douglas,M,1,A,,72,,,
7/30/2015,Melrose,Douglas,M,3,A,,73,,,
8/3/2015,Tioga,Douglas,M,9,A,140,83,,,
8/5/2015,Murderers Creek,Grant,M,1,A,,70,,,
8/5/2015,Alsea,Lincoln,F,1,A,,74,,,
8/6/2015,Melrose,Douglas,M,5,A,103,80,,,
8/8/2015,Santiam,Multnomah,F,1,C,,75,,,
8/9/2015,Santiam,Clackamas,M,2,A,,78,,,
8/10/2015,Biggs,Wasco,M,1,C,,89,,,
8/11/2015,Alsea,Lincoln,M,5,B,,80,,,
8/11/2015,Stott Mtn,Polk,M,4,A,117,82,,,
8/12/2015,Santiam,Multnomah,F,0,A,,67,,,
8/14/2015,Northside,Grant,M,2,C,,73,,,
8/17/2015,Willamette,Benton,M,4,A,117,81,,,
8/17/2015,Santiam,Clackamas,M,4,C,,91,,,
8/19/2015,Willamette,Benton,M,1,A,78,72,,,
8/23/2015,Alsea,Lincoln,M,4,A,95,75,,,
8/23/2015,Alsea,Lincoln,M,2,A,120,85,,,
8/27/2015,Evans Creek,Douglas,M,1,A,101,78,,,
8/27/2015,McKenzie,Lane,M,9,A,85,,,,
8/29/2015,Northside,Grant,F,1,C,,72,,,
8/30/2015,Heppner,Morrow,M,3,C,,95,,,
9/3/2015,McKenzie,Lane,M,5,B,,84,,,
9/7/2015,Siuslaw,Lane,F,0,A,37,57,,,
9/7/2015,Stott Mtn,Polk,M,4,A,110,86,,,
9/8/2015,Murderers Creek,Grant,F,3,A,90,71,,,
9/8/2015,Ochoco,Crook,M,3,A,,85,,,
9/8/2015,Fossil,Wheeler,M,4,C,,86,,,
9/9/2015,Evans Creek,Douglas,M,3,A,130,84,,,
9/10/2015,Paulina,Deschutes,F,1,C,,64,,,
9/12/2015,Beulah,Grant,F,2,C,,77,,,
9/15/2015,Silvies,Harney,M,1,B,80,77,,,
9/15/2015,Stott Mtn,Polk,M,2,A,94,80,,,
9/15/2015,Evans Creek,Douglas,M,3,A,112,82,,,
9/17/2015,Alsea,Lincoln,M,2,A,,75,,,
9/18/2015,Evans Creek,Jackson,M,3,A,129,86,,,
9/18/2015,Willamette,Clackamas,M,3,C,,91,,,
9/18/2015,Ochoco,Grant,F,2,A,90,,,,
9/20/2015,Desolation,Grant,M,10,C,,99,,,
9/20/2015,Alsea,Lincoln,M,6,B,131,,,,
9/22/2015,Evans Creek,Jackson,M,6,A,126,83,,,
9/23/2015,Maupin,Wasco,M,0,A,,60,,,
9/23/2015,Dixon,Douglas,M,2,A,115,80,,,
10/2/2015,Klamath Falls,Klamath,M,4,C,,76,,,
10/2/2015,Melrose,Douglas,M,6,A,125,86,,,
10/2/2015,Northside,Grant,M,2,A,105,,,,
10/4/2015,Heppner,Morrow,F,2,C,,83,,,
10/4/2015,Willamette,Clackamas,M,2,A,126,85,,,
10/4/2015,Silvies,Harney,M,3,B,,86,,,
10/5/2015,Trask,Tillamook,F,2,B,,71,,,
10/5/2015,Maury,Crook,F,3,A,,73,,,
10/5/2015,Desolation,Grant,M,3,B,,80,,,
10/6/2015,Trask,Tillamook,F,1,A,64,68,,,
10/6/2015,Sumpter,Baker,F,3,C,,80,,,
10/6/2015,Warner,Lake,F,6,C,,81,,,
10/6/2015,Pine Creek,Baker,M,11,C,,100,,,
10/8/2015,Sixes,Coos,M,1,B,78,77,,,
10/9/2015,Applegate,Jackson,F,4,B,,76,,,
10/9/2015,Murderers Creek,Grant,F,10,C,,84,,,
10/9/2015,Silvies,Harney,M,2,B,120,89,,,
10/10/2015,Malheur River,Harney,F,3,C,,78,,,
10/10/2015,Heppner,Morrow,F,4,C,,78,,,
10/10/2015,Ochoco,Grant,F,7,C,,91,,,
10/11/2015,Murderers Creek,Grant,F,0,A,25,53,,,
10/11/2015,Murderers Creek,Grant,M,4,A,135,75,,,
10/11/2015,Interstate,Lake,M,3,A,136,85,,,
10/13/2015,Melrose,Douglas,F,5,A,75,74,,,
10/14/2015,Maury,Crook,F,0,A,33,56,,,
10/15/2015,Melrose,Douglas,M,1,A,,78,,,
10/16/2015,Minam,Wallowa,M,6,A,150,80,,,
10/17/2015,Applegate,Jackson,F,1,A,70,71,,,
10/19/2015,Alsea,Benton,F,2,A,,78,,,
10/19/2015,Santiam,Clackamas,M,4,C,,88,,,
10/19/2015,White River,Wasco,F,1,C,,89,,,
10/21/2015,Indigo,Douglas,M,5,A,130,79,,,
10/21/2015,Melrose,Douglas,F,6,A,115,,,,
10/23/2015,Santiam,Clackamas,F,1,C,,76,,,
10/25/2015,Dixon,Douglas,M,3,B,95,73,,,
10/25/2015,Santiam,Marion,M,3,B,,80,,,
10/25/2015,Willamette,Polk,M,1,C,,87,,,
10/25/2015,McKenzie,Linn,M,4,C,,92,,,
10/26/2015,Alsea,Lincoln,F,2,C,,71,,,
10/27/2015,Alsea,Benton,M,1,C,,86,,,
10/28/2015,Alsea,Benton,M,4,C,,101,,,
10/29/2015,Alsea,Lincoln,M,2,A,,72,,,
10/30/2015,Starkey,Union,M,5,C,,95,,,
10/30/2015,Tioga,Douglas,M,1,A,100,,,,
10/31/2015,Desolation,Grant,F,4,A,87,90,,,
11/2/2015,Santiam,Clackamas,M,1,C,,71,,,
11/2/2015,Santiam,Marion,F,2,C,,79,,,
11/3/2015,Santiam,Clackamas,F,2,A,91,76,,,
11/6/2015,Imnaha,Wallowa,M,9,A,,81,,,
11/6/2015,Trask,Tillamook,M,9,B,,83,,,
11/7/2015,Northside,Grant,F,3,C,,81,,,
11/9/2015,Melrose,Douglas,M,0,A,37,55,,,
11/10/2015,Silvies,Harney,M,6,A,,77,,,
11/13/2015,Biggs,Sherman,F,1,C,,80,,,
11/13/2015,Fort Rock,Klamath,M,2,C,,85,,,
11/14/2015,Saddle Mtn,Columbia,M,6,C,,80,,,
11/15/2015,Tioga,Coos,M,4,A,130,92,,,
11/16/2015,Dixon,Douglas,F,1,A,30,64,,,
11/17/2015,Melrose,Douglas,M,2,A,103,79,,,
11/19/2015,Sumpter,Baker,M,6,A,125,75,,,
11/20/2015,Indigo,Douglas,M,2,C,,72,,,
11/20/2015,Imnaha,Wallowa,M,5,C,,84,,,
11/21/2015,Silvies,Harney,F,2,A,125,78,,,
11/23/2015,Siuslaw,Lane,F,1,A,53,74,,,
11/24/2015,Stott Mtn,Polk,M,8,C,,99,,,
11/26/2015,Ukiah,Umatilla,F,5,C,,72,,,
11/26/2015,Ochoco,Crook,M,7,C,,103,,,
11/27/2015,Maupin,Wasco,F,3,A,,77,,,
11/28/2015,Maupin,Wasco,F,0,A,,58,,,
11/29/2015,Fort Rock,Lake,F,2,B,,63,,,
11/30/2015,Beatys Butte,Lake,F,2,A,70,76,,,
11/30/2015,Rogue,Jackson,M,3,A,125,,,,
12/1/2015,Heppner,Morrow,F,6,C,,71,,,
12/1/2015,Santiam,Clackamas,M,1,C,,77,,,
12/2/2015,Sumpter,Baker,F,2,A,80,72,,,
12/7/2015,Santiam,Linn,F,1,B,,72,,,
12/8/2015,Interstate,Lake,F,0,A,14,38,,,
12/10/2015,Lookout Mtn,Baker,F,2,A,80,,,,
12/11/2015,Silvies,Harney,M,6,A,160,,,,
12/12/2015,Maury,Crook,M,9,A,130,83,,,
12/12/2015,Santiam,Clackamas,F,2,B,,86,,,
12/12/2015,Owyhee,Malheur,M,1,A,105,,,,
12/13/2015,Rogue,Jackson,F,2,A,71,69,,,
12/15/2015,Grizzly,Jefferson,F,4,A,,76,,,
12/15/2015,Fossil,Wheeler,M,9,A,152,77,,,
12/15/2015,Imnaha,Wallowa,M,10,C,,92,,,
12/16/2015,Grizzly,Jefferson,F,0,A,,58,,,
12/16/2015,Grizzly,Jefferson,M,0,A,,60,,,
12/18/2015,White River,Wasco,F,0,A,,50,,,
12/18/2015,White River,Wasco,M,0,A,,55,,,
12/18/2015,White River,Wasco,F,0,A,,55,,,
12/18/2015,White River,Wasco,F,8,A,,77,,,
12/18/2015,Biggs,Wasco,F,8,C,,89,,,
12/20/2015,Biggs,Wasco,F,1,B,87,76,,,
12/22/2015,Fossil,Wheeler,F,3,A,83,78,,,
12/23/2015,Minam,Wallowa,F,2,B,90,81,,,
12/23/2015,Rogue,Jackson,M,3,A,117,86,,,
12/24/2015,Biggs,Wheeler,M,10,A,144,86,,,
12/27/2015,Biggs,Wasco,F,2,B,,77,,,
12/29/2015,McKenzie,Lane,F,1,A,70,76,,,
12/30/2015,Biggs,Sherman,M,2,A,,80,,,
12/31/2015,Starkey,Union,M,4,C,,97,,,
1/1/2016,Willamette,Polk,F,4,C,,77,,,
1/2/2016,Interstate,Lake,M,0,A,63,68,,,
1/2/2016,Interstate,Lake,F,6,A,87,72,,,
1/2/2016,Metolius,Jefferson,M,6,C,,93,,,
1/3/2016,Interstate,Lake,M,0,A,63,68,,,
1/6/2016,Melrose,Douglas,F,3,A,74,73,,,
1/8/2016,Hood,Hood River,F,0,A,,74,,,
1/9/2016,Santiam,Clackamas,M,5,C,,101,,,
1/10/2016,Tioga,Douglas,M,0,A,23,50,,,
1/10/2016,Dixon,Douglas,M,0,A,50,57,,,
1/10/2016,Interstate,Lake,F,0,A,40,61,,,
1/10/2016,Interstate,Lake,F,4,A,97,81,,,
1/11/2016,Tioga,Douglas,F,1,A,83,73,,,
1/11/2016,Ukiah,Umatilla,M,4,A,134,82,,,
1/11/2016,Interstate,Lake,M,2,A,107,84,,,
1/11/2016,Metolius,Deschutes,F,3,C,,87,,,
1/11/2016,Walla Walla,Umatilla,M,12,A,145,,,,
1/12/2016,Beatys Butte,Lake,F,1,C,,72,,,
1/12/2016,Sumpter,Baker,M,3,B,158,79,,,
1/13/2016,Minam,Wallowa,F,1,A,,72,,,
1/13/2016,Desolation,Grant,F,2,C,,85,,,
1/15/2016,Evans Creek,Douglas,M,3,A,115,81,,,
1/18/2016,Malheur River,Harney,M,1,A,130,75,,,
1/18/2016,Dixon,Douglas,F,2,A,84,77,,,
1/20/2016,Dixon,Douglas,F,5,A,84,75,,,
1/20/2016,Grizzly,Crook,M,6,C,,84,,,
1/20/2016,Fossil,Wheeler,M,4,C,,85,,,
1/20/2016,Beatys Butte,Lake,M,4,A,98,86,,,
1/21/2016,Melrose,Douglas,M,0,A,42,39,,,
1/21/2016,Melrose,Douglas,M,0,A,48,64,,,
1/21/2016,Fossil,Gilliam,M,3,A,160,85,,,
1/23/2016,White River,Wasco,F,2,C,,84,,,
1/24/2016,Santiam,Clackamas,F,2,A,87,79,,,
1/26/2016,Dixon,Douglas,M,5,A,123,83,,,
1/27/2016,Willamette,Clackamas,M,0,A,51,65,,,
1/28/2016,Keno,Jackson,M,2,A,,82,,,
1/31/2016,Alsea,Lincoln,F,5,A,90,74,,,
1/31/2016,Dixon,Douglas,M,3,A,131,86,,,
1/31/2016,Walla Walla,Umatilla,F,2,A,80,,,,
2/2/2016,Beulah,Malheur,M,2,A,107,77,,,
2/2/2016,Willamette,Marion,F,4,C,,84,,,
2/3/2016,Sled Springs,Wallowa,F,6,C,,79,,,
2/3/2016,White River,Wasco,M,1,A,155,86,,,
2/4/2016,Dixon,Douglas,F,1,A,57,72,,,
2/4/2016,White River,Wasco,M,2,C,,96,,,
2/5/2016,Dixon,Douglas,M,1,A,90,76,,,
2/5/2016,Sixes,Curry,M,3,A,110,79,,,
2/9/2016,Keno,Klamath,M,4,A,125,84,,,
2/10/2016,Metolius,Deschutes,M,4,A,150,84,,,
2/11/2016,Dixon,Douglas,M,1,A,93,76,,,
2/12/2016,Sumpter,Baker,F,0,C,,65,,,
2/12/2016,Alsea,Lincoln,M,1,A,100,73,,,
2/12/2016,Willamette,Clackamas,M,0,A,,74,,,
2/13/2016,Indigo,Douglas,F,0,A,8,26,,,
2/16/2016,Fossil,Wheeler,F,2,A,82,77,,,
2/19/2016,Siuslaw,Lane,M,0,A,38,61,,,
2/20/2016,Interstate,Lake,F,2,A,86,77,,,
2/20/2016,Indigo,Douglas,M,3,A,132,85,,,
2/22/2016,Steens Mtn,Harney,F,1,C,,73,,,
2/23/2016,Melrose,Douglas,M,2,A,98,78,,,
2/23/2016,Melrose,Douglas,F,2,A,84,79,,,
2/25/2016,Hood,Hood River,M,3,A,,82,,,
2/26/2016,Willamette,Benton,M,0,A,51,64,,,
2/26/2016,Stott Mtn,Polk,M,9,A,145,89,,,
2/27/2016,Dixon,Douglas,F,6,A,105,77,,,
2/28/2016,Warner,Lake,M,5,A,155,78,,,
2/28/2016,Willamette,Benton,F,2,A,80,80,,,
